dt, x, y
263000, 1.42864e+06, 4.498e+09, 
264000, 1.43408e+06, 4.498e+09, 
265000, 1.43951e+06, 4.498e+09, 
266000, 1.44494e+06, 4.498e+09, 
267000, 1.45037e+06, 4.498e+09, 
268000, 1.4558e+06, 4.498e+09, 
269000, 1.46124e+06, 4.498e+09, 
270000, 1.46667e+06, 4.498e+09, 
271000, 1.4721e+06, 4.498e+09, 
272000, 1.47753e+06, 4.498e+09, 
273000, 1.48296e+06, 4.498e+09, 
274000, 1.4884e+06, 4.498e+09, 
275000, 1.49383e+06, 4.498e+09, 
276000, 1.49926e+06, 4.498e+09, 
277000, 1.50469e+06, 4.498e+09, 
278000, 1.51013e+06, 4.498e+09, 
279000, 1.51556e+06, 4.498e+09, 
280000, 1.52099e+06, 4.498e+09, 
281000, 1.52642e+06, 4.498e+09, 
282000, 1.53185e+06, 4.498e+09, 
283000, 1.53729e+06, 4.498e+09, 
284000, 1.54272e+06, 4.498e+09, 
285000, 1.54815e+06, 4.498e+09, 
286000, 1.55358e+06, 4.498e+09, 
287000, 1.55901e+06, 4.498e+09, 
288000, 1.56445e+06, 4.498e+09, 
289000, 1.56988e+06, 4.498e+09, 
290000, 1.57531e+06, 4.498e+09, 
291000, 1.58074e+06, 4.498e+09, 
292000, 1.58617e+06, 4.498e+09, 
293000, 1.59161e+06, 4.498e+09, 
294000, 1.59704e+06, 4.498e+09, 
295000, 1.60247e+06, 4.498e+09, 
296000, 1.6079e+06, 4.498e+09, 
297000, 1.61334e+06, 4.498e+09, 
298000, 1.61877e+06, 4.498e+09, 
299000, 1.6242e+06, 4.498e+09, 
300000, 1.62963e+06, 4.498e+09, 
301000, 1.63506e+06, 4.498e+09, 
302000, 1.6405e+06, 4.498e+09, 
303000, 1.64593e+06, 4.498e+09, 
304000, 1.65136e+06, 4.498e+09, 
305000, 1.65679e+06, 4.498e+09, 
306000, 1.66222e+06, 4.498e+09, 
307000, 1.66766e+06, 4.498e+09, 
308000, 1.67309e+06, 4.498e+09, 
309000, 1.67852e+06, 4.498e+09, 
310000, 1.68395e+06, 4.498e+09, 
311000, 1.68938e+06, 4.498e+09, 
312000, 1.69482e+06, 4.498e+09, 
313000, 1.70025e+06, 4.498e+09, 
314000, 1.70568e+06, 4.498e+09, 
315000, 1.71111e+06, 4.498e+09, 
316000, 1.71655e+06, 4.498e+09, 
317000, 1.72198e+06, 4.498e+09, 
318000, 1.72741e+06, 4.498e+09, 
319000, 1.73284e+06, 4.498e+09, 
320000, 1.73827e+06, 4.498e+09, 
321000, 1.74371e+06, 4.498e+09, 
322000, 1.74914e+06, 4.498e+09, 
323000, 1.75457e+06, 4.498e+09, 
324000, 1.76e+06, 4.498e+09, 
325000, 1.76543e+06, 4.498e+09, 
326000, 1.77087e+06, 4.498e+09, 
327000, 1.7763e+06, 4.498e+09, 
328000, 1.78173e+06, 4.498e+09, 
329000, 1.78716e+06, 4.498e+09, 
330000, 1.79259e+06, 4.498e+09, 
331000, 1.79803e+06, 4.498e+09, 
332000, 1.80346e+06, 4.498e+09, 
333000, 1.80889e+06, 4.498e+09, 
334000, 1.81432e+06, 4.498e+09, 
335000, 1.81976e+06, 4.498e+09, 
336000, 1.82519e+06, 4.498e+09, 
337000, 1.83062e+06, 4.498e+09, 
338000, 1.83605e+06, 4.498e+09, 
339000, 1.84148e+06, 4.498e+09, 
340000, 1.84692e+06, 4.498e+09, 
341000, 1.85235e+06, 4.498e+09, 
342000, 1.85778e+06, 4.498e+09, 
343000, 1.86321e+06, 4.498e+09, 
344000, 1.86864e+06, 4.498e+09, 
345000, 1.87408e+06, 4.498e+09, 
346000, 1.87951e+06, 4.498e+09, 
347000, 1.88494e+06, 4.498e+09, 
