dt, x, y,
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.18E+07,3.96E+08,6.70E+08, 
3.19E+07,3.96E+08,6.70E+08, 
3.19E+07,3.96E+08,6.70E+08, 
3.19E+07,3.96E+08,6.70E+08, 
3.19E+07,3.96E+08,6.70E+08, 
3.19E+07,3.96E+08,6.70E+08, 
3.19E+07,3.96E+08,6.70E+08, 
3.19E+07,3.96E+08,6.70E+08, 
3.19E+07,3.96E+08,6.70E+08, 
3.19E+07,3.96E+08,6.70E+08, 
3.19E+07,3.96E+08,6.70E+08, 
3.19E+07,3.96E+08,6.70E+08, 
3.19E+07,3.96E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.70E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.19E+07,3.97E+08,6.69E+08, 
3.20E+07,3.97E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.98E+08,6.69E+08, 
3.20E+07,3.99E+08,6.69E+08, 
3.20E+07,3.99E+08,6.69E+08, 
3.20E+07,3.99E+08,6.69E+08, 
3.20E+07,3.99E+08,6.69E+08, 
3.20E+07,3.99E+08,6.69E+08, 
3.20E+07,3.99E+08,6.69E+08, 
3.20E+07,3.99E+08,6.69E+08, 
3.20E+07,3.99E+08,6.69E+08, 
3.20E+07,3.99E+08,6.69E+08, 
3.20E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.69E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,3.99E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.21E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.00E+08,6.68E+08, 
3.22E+07,4.01E+08,6.68E+08, 
3.22E+07,4.01E+08,6.68E+08, 
3.22E+07,4.01E+08,6.68E+08, 
3.22E+07,4.01E+08,6.68E+08, 
3.22E+07,4.01E+08,6.68E+08, 
3.22E+07,4.01E+08,6.68E+08, 
3.22E+07,4.01E+08,6.68E+08, 
3.22E+07,4.01E+08,6.68E+08, 
3.22E+07,4.01E+08,6.68E+08, 
3.22E+07,4.01E+08,6.68E+08, 
3.22E+07,4.01E+08,6.68E+08, 
3.22E+07,4.01E+08,6.68E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.22E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.01E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.23E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.67E+08, 
3.24E+07,4.02E+08,6.66E+08, 
3.24E+07,4.02E+08,6.66E+08, 
3.24E+07,4.02E+08,6.66E+08, 
3.24E+07,4.02E+08,6.66E+08, 
3.24E+07,4.02E+08,6.66E+08, 
3.24E+07,4.02E+08,6.66E+08, 
3.24E+07,4.02E+08,6.66E+08, 
3.24E+07,4.02E+08,6.66E+08, 
3.24E+07,4.02E+08,6.66E+08, 
3.24E+07,4.02E+08,6.66E+08, 
3.24E+07,4.02E+08,6.66E+08, 
3.24E+07,4.02E+08,6.66E+08, 
3.24E+07,4.02E+08,6.66E+08, 
